tstamp,Paris St-G,Liverpool,Barcelona,Arsenal,Real Madrid,Man City
2025-06-02 08:29:03.102144,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-02 08:31:41.773723,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-03 07:05:09.234894,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-04 07:05:09.120549,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-05 07:05:07.569499,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-06 07:05:09.406510,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-07 07:05:08.331668,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-08 07:05:11.849140,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-09 07:05:08.319104,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-09 10:48:57.330990,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-10 07:05:08.222690,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-11 07:05:09.020627,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-12 07:05:06.690375,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-13 07:05:09.110364,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-14 07:05:07.575194,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-15 07:05:07.509277,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-15 08:40:38.314045,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-16 07:05:09.622055,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-16 18:14:04.716479,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-16 18:16:35.797353,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-17 07:05:07.673415,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-18 07:05:08.048128,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-18 18:24:19.563483,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-19 07:05:09.924073,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-19 12:42:21.029855,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-20 07:05:08.800613,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-21 07:05:07.997330,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-22 07:05:09.928133,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-23 07:05:09.272457,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-24 07:05:08.530024,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-25 07:05:10.709194,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-25 14:29:25.083501,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-26 07:05:08.092611,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-28 06:13:53.302009,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-28 07:05:08.978987,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-29 07:05:07.899996,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-30 05:39:09.056505,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-30 07:05:08.065057,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-06-30 20:44:24.819487,0.07966448874046432,0.10417663912214566,0.07127875308357333,0.07966448874046432,0.08464351928674334,0.07127875308357333
2025-07-01 06:33:52.981632,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-01 07:05:08.003244,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-02 07:05:08.866131,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-03 07:05:11.326106,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-04 07:05:08.854663,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-05 07:05:10.494496,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-06 07:05:08.677696,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-07 07:05:09.008293,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-07 09:29:03.521381,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-07 19:55:06.958469,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
2025-07-07 19:56:54.337996,0.07817849784857284,0.10223342026351832,0.08860229756171588,0.07817849784857284,0.08306465396410864,0.06994918228556517
