tstamp,France,Brazil,Spain,England,Argentina
2024-04-25 10:01:21.937949,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-25 10:01:43.998802,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-25 18:05:15.635377,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-25 18:49:43.183881,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-26 09:55:47.881860,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-26 18:05:07.276511,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-27 18:05:06.941267,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-28 18:05:06.832722,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-29 12:56:53.472839,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-29 18:05:06.824638,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-04-30 18:05:07.201362,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-01 18:05:09.154820,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-02 18:05:07.971320,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-03 18:05:07.364540,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-04 18:05:07.218696,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-05 11:05:07.381154,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-05 11:05:49.450297,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-05 18:05:13.261077,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-06 18:05:07.970410,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-07 18:05:08.106967,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-08 18:05:11.572834,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-09 18:05:13.507521,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-10 18:05:08.351277,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-11 18:05:07.439114,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-12 18:05:07.029025,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-13 05:41:49.521844,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-13 18:05:07.948382,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-14 18:05:07.594433,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-15 18:05:07.051945,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-16 18:05:07.707413,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-17 18:05:09.779711,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-18 18:05:09.916501,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-19 18:05:07.040803,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-20 18:28:33.677345,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-21 18:05:11.213913,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-22 18:05:08.738544,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-23 18:05:07.291499,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-24 18:05:07.728451,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-25 18:05:07.519208,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-26 18:05:06.690846,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-27 18:05:07.523960,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-28 18:05:06.215139,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-29 18:05:07.735169,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-30 18:05:07.409841,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-05-31 18:05:07.119476,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-12 18:05:06.488448,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-13 18:05:18.131632,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-14 18:05:06.562252,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-15 18:05:06.985807,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-16 18:05:06.448659,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-17 18:05:06.689139,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-18 18:05:07.093112,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-19 18:05:06.316463,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-20 18:05:07.411253,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-21 18:05:06.625441,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-22 18:05:08.382144,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-23 18:05:06.466081,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-24 18:05:07.075111,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-25 18:05:07.603390,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-26 18:05:06.562580,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-27 18:05:07.318323,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-28 18:05:07.823160,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-29 18:05:06.564010,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-06-30 18:05:06.563169,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-07-01 18:05:07.552213,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-07-02 18:05:07.665525,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-07-03 18:05:06.839756,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-07-04 18:05:09.652158,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-07-05 18:05:07.170604,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-07-06 18:05:19.325083,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-07-07 18:05:07.092467,0.13320867499490321,0.12296185384144913,0.07992520499694193,0.09990650624617742,0.07992520499694193
2024-07-08 08:54:20.954483,0.13255146636451676,0.12235519972109242,0.07953087981871007,0.09941359977338758,0.07953087981871007
2024-07-08 18:05:06.575712,0.13255146636451676,0.12235519972109242,0.07953087981871007,0.09941359977338758,0.07953087981871007
2024-07-09 18:05:06.889461,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-10 08:26:47.765219,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-10 18:05:07.993786,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-11 18:05:06.798016,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-12 18:05:09.105333,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-13 18:05:06.143038,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-14 10:32:58.425499,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-14 12:47:50.195219,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-14 18:05:06.375595,0.13152936437088192,0.12141172095773715,0.07891761862252915,0.09864702327816144,0.07891761862252915
2024-07-15 18:05:07.700067,0.12080105143957898,0.12080105143957898,0.12080105143957898,0.10469424458096843,0.07852068343572634
2024-07-16 18:05:06.451219,0.12080105143957898,0.12080105143957898,0.12080105143957898,0.10469424458096843,0.07852068343572634
2024-07-17 18:05:07.135395,0.12080105143957898,0.12080105143957898,0.12080105143957898,0.10469424458096843,0.07852068343572634
