tstamp,McLaren,Ferrari,Red Bull,Mercedes,Aston Martin
2025-03-27 19:47:29.171102,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-28 07:05:09.121364,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-28 08:24:24.739410,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-28 09:47:36.036243,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-28 10:10:52.910689,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-28 10:29:02.997442,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-28 12:00:56.898674,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-28 13:13:19.229131,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-28 13:55:29.632797,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-29 07:05:06.815243,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-29 11:09:06.498936,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-30 07:05:07.425673,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-30 20:09:48.171139,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-03-31 07:05:09.952882,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-01 07:05:08.050561,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-01 13:16:20.396927,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-01 15:55:24.935753,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-01 17:07:54.252838,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-02 07:05:07.119191,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-03 06:47:42.840644,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-03 07:05:09.842718,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-03 10:49:01.927764,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-03 15:14:32.256171,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-03 16:50:13.349708,0.8056710613512764,0.10036359507118758,0.03377620987972659,0.041818164612994826,0.003498730903876061
2025-04-04 07:05:09.652641,0.8028085122480959,0.10184199412518703,0.03427374802289949,0.04243416421882793,0.003550268719503532
2025-04-07 06:11:52.793464,0.8405839971384134,0.052907345702241315,0.052907345702241315,0.04282975604467154,0.0017952592354053937
