tstamp,Democratic Party,Republican Party
2025-11-21 07:05:05.358950,0.6928406466512702,0.3071593533487298
2025-11-22 07:05:05.139303,0.6928406466512702,0.3071593533487298
2025-11-23 07:05:06.043116,0.6928406466512702,0.3071593533487298
2025-11-24 05:37:33.090116,0.6928406466512702,0.3071593533487298
2025-11-24 07:05:04.582046,0.6928406466512702,0.3071593533487298
2025-11-25 07:05:04.295819,0.6928406466512702,0.3071593533487298
2025-11-26 07:05:05.262212,0.6928406466512702,0.3071593533487298
2025-11-26 18:55:28.546278,0.6928406466512702,0.3071593533487298
2025-11-26 18:57:17.825840,0.6928406466512702,0.3071593533487298
2025-11-26 19:17:57.325537,0.6928406466512702,0.3071593533487298
2025-11-26 21:42:15.765414,0.6928406466512702,0.3071593533487298
2025-11-27 15:57:20.128131,0.6928406466512702,0.3071593533487298
2025-11-28 07:05:05.815992,0.6928406466512702,0.3071593533487298
2025-11-29 07:05:05.214822,0.6928406466512702,0.3071593533487298
2025-11-30 07:05:06.012470,0.6928406466512702,0.3071593533487298
2025-11-30 08:01:37.626490,0.6928406466512702,0.3071593533487298
2025-12-01 07:05:04.694032,0.6928406466512702,0.3071593533487298
2025-12-01 10:02:55.692813,0.6928406466512702,0.3071593533487298
2025-12-02 07:05:04.808036,0.6928406466512702,0.3071593533487298
